timestamp,top_left,top_right,bottom_left,bottom_right
348.5,71.1,78.6,78.8,78.2
349.0,71.2,78.6,78.8,78.3
349.5,71.3,78.5,78.9,78.5
350.0,71.3,78.6,78.8,78.5
350.5,71.3,78.6,78.8,78.6
351.0,71.3,78.6,79.0,78.7
351.5,71.3,78.6,78.8,78.7
352.0,71.3,78.6,79.0,78.7
352.5,71.2,78.6,79.0,78.7
353.0,71.3,78.6,78.9,78.7
353.5,71.3,78.6,78.8,78.7
354.0,71.3,78.6,78.8,78.7
354.5,71.3,78.6,78.8,78.7
355.0,71.2,78.6,78.8,78.6
355.5,71.1,78.6,78.8,78.6
356.0,71.0,78.6,78.7,78.6
356.5,71.0,78.6,78.8,78.5
357.0,71.0,78.6,78.8,78.5
357.5,71.0,78.6,78.7,78.5
358.0,71.0,78.6,78.7,78.5
358.5,70.9,78.6,78.7,78.4
359.0,70.9,78.5,78.6,78.4
359.5,70.8,78.4,78.6,78.4
360.0,70.8,78.4,78.6,78.4
360.5,70.8,78.4,78.5,78.4
361.0,70.8,78.3,78.6,78.4
361.5,70.8,78.3,78.5,78.3
362.0,70.8,78.3,78.5,78.3
362.5,70.8,78.3,78.6,78.3
363.0,70.8,78.3,78.6,78.3
363.5,70.8,78.4,78.6,78.3
364.0,70.8,78.3,78.6,78.3
364.5,70.8,78.3,78.6,78.3
365.0,70.8,78.3,78.5,78.3
365.5,70.8,78.3,78.5,78.3
366.0,70.8,78.2,78.5,78.3
366.5,70.8,78.2,78.5,78.3
367.0,70.8,78.2,78.5,78.3
367.5,70.7,78.2,78.5,78.3
368.0,70.7,78.2,78.5,78.3
368.5,70.7,78.2,78.5,78.2
369.0,70.7,78.2,78.5,78.2
369.5,70.7,78.2,78.5,78.2
370.0,70.7,78.1,78.5,78.2
370.5,70.6,78.2,78.4,78.2
371.0,70.6,78.2,78.3,78.2
371.5,70.6,78.0,78.3,78.2
372.0,70.6,78.0,78.4,78.1
372.5,70.6,78.1,78.4,78.1
373.0,70.5,78.1,78.3,78.1
373.5,70.5,78.1,78.3,78.1
374.0,70.5,78.1,78.3,78.1
374.5,70.5,78.1,78.3,78.1
375.0,70.5,78.1,78.4,78.1
375.5,70.5,78.0,78.4,78.1
376.0,70.5,78.0,78.3,78.1
376.5,70.5,78.1,78.3,78.1
377.0,70.5,78.1,78.3,78.1
377.5,70.6,78.1,78.3,78.1
378.0,70.6,78.0,78.3,78.1
378.5,70.6,78.0,78.3,78.1
379.0,70.6,78.0,78.2,78.1
379.5,70.5,78.0,78.3,78.1
380.0,70.6,78.0,78.3,78.1
380.5,70.7,78.0,78.3,78.1
381.0,70.6,78.1,78.4,78.1
381.5,70.6,78.1,78.4,78.1
382.0,70.6,78.0,78.4,78.1
382.5,70.6,78.1,78.3,78.1
383.0,70.6,78.1,78.3,78.1
383.5,70.6,78.0,78.4,78.1
384.0,70.6,78.0,78.4,78.1
384.5,70.6,78.0,78.5,78.1
385.0,70.6,78.0,78.5,78.1
385.5,70.6,78.1,78.5,78.1
386.0,70.6,78.1,78.5,78.1
386.5,70.6,78.0,78.4,78.1
387.0,70.6,78.0,78.4,78.1
387.5,70.6,78.1,78.5,78.1
388.0,70.6,78.1,78.5,78.2
388.5,70.6,78.1,78.4,78.2
389.0,70.6,78.1,78.4,78.2
389.5,70.6,78.1,78.4,78.2
390.0,70.6,78.1,78.4,78.3
390.5,70.6,78.0,78.5,78.3
391.0,70.6,78.1,78.4,78.4
391.5,70.7,78.1,78.4,78.4
392.0,70.7,78.2,78.4,78.5
392.5,70.7,78.3,78.5,78.5
393.0,70.7,78.2,78.5,78.4
393.5,70.7,78.2,78.5,78.3
394.0,70.7,78.2,78.5,78.2
394.5,70.7,78.2,78.4,78.1
395.0,70.6,78.3,78.5,77.9
395.5,70.7,78.3,78.5,77.6
396.0,70.7,78.3,78.5,77.4
396.5,70.7,78.3,78.6,77.1
397.0,70.6,78.2,78.6,76.9
397.5,70.5,78.2,78.6,76.7
398.0,70.5,78.1,78.5,76.5
398.5,70.5,78.1,78.5,76.4
399.0,70.5,78.1,78.4,76.3
399.5,70.5,78.1,78.4,76.2
400.0,70.5,78.0,78.3,76.2
400.5,70.5,78.1,78.3,76.1
401.0,70.5,78.2,78.4,76.2
401.5,70.5,78.2,78.4,76.2
402.0,70.5,78.2,78.4,76.3
402.5,70.5,78.2,78.5,76.4
403.0,70.5,78.2,78.4,76.5
403.5,70.5,78.1,78.4,76.7
404.0,70.4,78.1,78.4,76.9
404.5,70.5,78.1,78.4,77.1
405.0,70.4,78.1,78.4,77.4
405.5,70.4,78.1,78.5,77.6
406.0,70.5,78.1,78.5,77.8
406.5,70.5,78.1,78.5,78.0
407.0,70.5,78.1,78.4,78.1
407.5,70.4,78.1,78.4,78.3
408.0,70.4,78.1,78.4,78.3
408.5,70.4,78.1,78.3,78.4
409.0,70.4,78.1,78.3,78.4
409.5,70.4,78.1,78.4,78.4
410.0,70.4,78.2,78.4,78.3
410.5,70.5,78.2,78.5,78.2
411.0,70.6,78.2,78.5,78.2
411.5,70.6,78.2,78.5,78.2
412.0,70.6,78.2,78.5,78.2
412.5,70.6,78.1,78.5,78.2
413.0,70.6,78.1,78.5,78.2
413.5,70.6,78.0,78.5,78.2
414.0,70.6,78.1,78.4,78.2
414.5,70.5,78.2,78.4,78.1
415.0,70.5,78.1,78.4,78.1
415.5,70.5,78.1,78.4,78.1
416.0,70.5,78.2,78.4,78.1
416.5,70.6,78.2,78.4,78.1
417.0,70.6,78.2,78.5,78.1
417.5,70.6,78.3,78.5,78.1
418.0,70.6,78.3,78.4,78.1
418.5,70.7,78.3,78.4,78.1
419.0,70.7,78.3,78.5,78.1
419.5,70.7,78.4,78.5,78.1
420.0,70.7,78.4,78.5,78.2
420.5,70.7,78.4,78.5,78.2
421.0,70.7,78.4,78.6,78.2
421.5,70.7,78.4,78.6,78.2
422.0,70.7,78.4,78.7,78.3
422.5,70.7,78.4,78.7,78.3
423.0,70.7,78.4,78.7,78.3
423.5,70.8,78.4,78.7,78.3
424.0,70.8,78.4,78.8,78.3
424.5,70.8,78.4,78.8,78.4
425.0,70.8,78.4,78.8,78.4
425.5,70.8,78.4,78.8,78.4
426.0,70.7,78.3,78.8,78.4
426.5,70.8,78.4,78.8,78.4
427.0,70.8,78.4,78.8,78.4
427.5,70.9,78.4,78.8,78.3
428.0,70.9,78.5,78.8,78.3
428.5,70.9,78.5,78.9,78.3
429.0,70.8,78.5,78.7,78.3
429.5,70.7,78.4,78.7,78.3
430.0,70.7,78.3,78.6,78.3
430.5,70.7,78.3,78.6,78.4
431.0,70.7,78.2,78.6,78.4
431.5,70.6,78.2,78.6,78.4
432.0,70.6,78.2,78.6,78.5
432.5,70.6,78.2,78.6,78.6
433.0,70.6,78.2,78.6,78.6
433.5,70.6,78.2,78.6,78.7
434.0,71.1,78.7,79.1,78.8
434.5,71.2,78.8,79.1,78.8
435.0,71.6,79.1,79.4,78.9
435.5,71.7,79.2,79.5,79.0
436.0,71.8,79.3,79.5,79.0
436.5,71.8,79.4,79.7,79.1
437.0,71.8,79.3,79.7,79.2
437.5,71.8,79.4,79.6,79.2
438.0,71.9,79.4,79.6,79.3
438.5,71.8,79.4,79.6,79.3
439.0,71.9,79.3,79.7,79.3
439.5,71.8,79.3,79.6,79.4
440.0,71.8,79.3,79.6,79.4
440.5,71.8,79.3,79.6,79.4
441.0,71.8,79.3,79.7,79.4
441.5,71.8,79.3,79.7,79.3
442.0,71.8,79.2,79.6,79.3
442.5,71.8,79.2,79.7,79.3
443.0,71.8,79.2,79.7,79.3
443.5,71.8,79.2,79.6,79.2
444.0,71.8,79.1,79.6,79.2
444.5,71.6,79.2,79.6,79.2
445.0,71.6,79.2,79.5,79.2
445.5,71.6,79.1,79.5,79.2
446.0,71.6,79.1,79.6,79.2
446.5,71.6,79.1,79.5,79.1
447.0,71.5,79.0,79.5,79.1
447.5,71.6,79.0,79.5,79.1
448.0,71.5,79.0,79.5,79.1
448.5,71.5,79.0,79.5,79.0
449.0,71.5,79.0,79.4,79.0
449.5,71.5,78.9,79.4,79.0
450.0,71.4,78.8,79.4,79.0
450.5,71.3,78.8,79.3,78.9
451.0,71.3,78.8,79.2,78.9
451.5,71.3,78.8,79.2,78.9
452.0,71.3,78.8,79.2,78.9
452.5,71.3,78.7,79.2,78.8
453.0,71.2,78.7,79.2,78.8
453.5,71.2,78.7,79.2,78.8
454.0,71.2,78.8,79.2,78.8
454.5,71.2,78.8,79.2,78.7
455.0,71.2,78.8,79.2,78.7
455.5,71.2,78.7,79.1,78.7
456.0,71.1,78.7,79.1,78.7
456.5,71.1,78.6,79.1,78.7
457.0,71.1,78.6,79.1,78.6
457.5,71.0,78.4,79.0,78.6
458.0,71.0,78.5,78.9,78.6
458.5,71.0,78.5,78.9,78.6
459.0,71.0,78.5,78.8,78.6
459.5,71.0,78.5,78.8,78.5
460.0,71.0,78.5,78.8,78.5
460.5,70.9,78.5,78.8,78.5
461.0,70.9,78.4,78.8,78.5
461.5,70.9,78.4,78.8,78.5
462.0,70.9,78.4,78.8,78.5
462.5,70.9,78.4,78.8,78.5
463.0,70.8,78.4,78.8,78.5
463.5,70.8,78.4,78.8,78.5
464.0,70.8,78.4,78.8,78.4
464.5,70.8,78.3,78.7,78.4
465.0,70.8,78.2,78.7,78.4
465.5,70.8,78.2,78.8,78.4
466.0,70.8,78.2,78.7,78.4
466.5,70.7,78.2,78.6,78.4
467.0,70.8,78.2,78.6,78.4
467.5,70.7,78.2,78.6,78.4
468.0,70.8,78.2,78.8,78.4
468.5,70.8,78.2,78.8,78.4
469.0,70.7,78.2,78.8,78.3
469.5,70.7,78.2,78.7,78.3
470.0,70.7,78.1,78.6,78.3
470.5,70.7,78.2,78.6,78.3
471.0,70.8,78.2,78.7,78.3
471.5,70.8,78.2,78.7,78.3
472.0,70.9,78.2,78.8,78.3
472.5,70.8,78.2,78.9,78.3
473.0,70.8,78.3,78.8,78.3
473.5,70.9,78.3,78.8,78.3
474.0,70.9,78.2,78.8,78.3
474.5,70.8,78.2,78.8,78.3
475.0,70.8,78.2,78.8,78.3
475.5,70.8,78.1,78.7,78.3
476.0,70.7,78.1,78.7,78.3
476.5,70.7,78.1,78.7,78.3
477.0,70.8,78.1,78.7,78.3
477.5,70.8,78.2,78.7,78.4
478.0,70.7,78.2,78.7,78.4
478.5,70.8,78.2,78.7,78.4
479.0,70.8,78.2,78.7,78.4
479.5,70.7,78.3,78.8,78.5
480.0,70.8,78.2,78.9,78.5
480.5,70.7,78.2,78.8,78.5
481.0,70.7,78.2,78.8,78.5
481.5,70.7,78.2,78.9,78.4
482.0,70.7,78.3,79.0,78.4
482.5,70.7,78.3,78.9,78.3
483.0,70.6,78.3,78.8,78.3
483.5,70.6,78.2,78.8,78.2
484.0,70.7,78.3,78.8,78.1
484.5,70.6,78.2,78.7,77.9
485.0,70.6,78.2,78.8,77.8
485.5,70.6,78.2,78.7,77.6
486.0,70.6,78.1,78.7,77.4
486.5,70.6,78.1,78.7,77.2
487.0,70.6,78.1,78.8,77.0
487.5,70.6,78.1,78.8,76.7
488.0,70.6,78.2,78.7,76.5
488.5,70.6,78.1,78.7,76.2
489.0,70.6,78.2,78.7,76.0
489.5,70.6,78.2,78.7,75.7
490.0,70.6,78.2,78.7,75.5
490.5,70.6,78.2,78.7,75.1
491.0,70.6,78.1,78.6,74.9
491.5,70.6,78.1,78.7,74.6
492.0,70.5,78.1,78.7,74.5
492.5,70.5,78.2,78.6,74.4
493.0,70.5,78.1,78.6,74.4
493.5,70.5,78.1,78.6,74.4
494.0,70.6,78.1,78.6,74.5
494.5,70.6,78.1,78.6,74.6
495.0,70.6,78.1,78.6,74.8
495.5,70.6,78.1,78.6,75.0
496.0,70.6,78.0,78.6,75.2
496.5,70.6,78.1,78.5,75.5
497.0,70.6,78.1,78.5,75.8
497.5,70.6,78.2,78.6,76.1
498.0,70.6,78.1,78.6,76.4
498.5,70.6,78.2,78.5,76.7
499.0,70.6,78.2,78.5,77.0
499.5,70.6,78.3,78.5,77.2
500.0,70.6,78.2,78.7,77.5
500.5,70.7,78.2,78.6,77.7
501.0,70.6,78.2,78.6,77.9
501.5,70.7,78.2,78.6,78.1
502.0,70.7,78.2,78.6,78.3
502.5,70.7,78.2,78.6,78.4
503.0,70.7,78.1,78.6,78.5
503.5,70.7,78.1,78.7,78.5
504.0,70.7,78.0,78.6,78.5
504.5,70.7,78.1,78.6,78.5
505.0,70.7,78.1,78.6,78.4
505.5,70.7,78.1,78.6,78.3
506.0,70.8,78.1,78.6,78.3
506.5,70.8,78.1,78.6,78.3
507.0,70.8,78.0,78.6,78.3
507.5,70.8,78.0,78.6,78.3
508.0,70.8,78.0,78.6,78.3
508.5,70.8,78.1,78.6,78.3
509.0,70.8,78.1,78.6,78.3
509.5,70.8,78.2,78.6,78.3
510.0,70.8,78.2,78.6,78.3
510.5,70.8,78.2,78.5,78.3
511.0,70.8,78.2,78.5,78.3
511.5,70.8,78.2,78.6,78.3
512.0,70.8,78.2,78.6,78.2
512.5,70.8,78.1,78.5,78.2
513.0,70.8,78.1,78.5,78.2
513.5,70.8,78.0,78.5,78.2
514.0,70.8,78.0,78.5,78.2
514.5,70.7,78.0,78.5,78.2
515.0,70.7,78.0,78.5,78.1
515.5,70.7,78.0,78.5,78.1
516.0,70.7,78.0,78.5,78.1
516.5,70.7,77.9,78.5,78.1
517.0,70.7,78.0,78.5,78.1
517.5,70.6,78.0,78.5,78.1
518.0,70.6,78.0,78.5,78.1
518.5,70.6,77.9,78.5,78.1
519.0,70.7,78.0,78.5,78.1
519.5,70.7,78.1,78.5,78.1
520.0,70.8,78.1,78.5,78.1
520.5,70.7,78.1,78.5,78.2
521.0,70.8,78.1,78.5,78.2
521.5,70.8,78.1,78.5,78.2
522.0,70.7,78.1,78.5,78.2
522.5,70.7,78.1,78.5,78.2
523.0,70.7,78.0,78.5,78.2
523.5,70.7,78.0,78.5,78.2
524.0,70.7,78.0,78.7,78.2
524.5,70.7,78.0,78.6,78.2
525.0,70.7,78.1,78.6,78.2
525.5,70.7,78.0,78.6,78.2
526.0,70.7,78.1,78.7,78.2
526.5,70.6,78.0,78.7,78.2
527.0,70.6,78.0,78.8,78.1
527.5,70.6,78.0,78.6,78.1
528.0,70.5,77.9,78.7,78.1
528.5,70.5,77.9,78.6,78.1
529.0,70.4,77.8,78.6,78.1
529.5,70.4,77.8,78.5,78.1
530.0,70.4,77.8,78.5,78.0
530.5,70.5,77.9,78.6,78.0
531.0,70.5,78.0,78.6,78.0
531.5,70.5,78.0,78.6,78.0
532.0,70.5,77.9,78.4,78.0
532.5,70.5,77.8,78.5,78.1
533.0,70.5,77.9,78.4,78.1
533.5,70.6,77.9,78.4,78.2
534.0,70.5,77.8,78.5,78.3
534.5,70.5,77.9,78.5,78.4
535.0,70.6,77.8,78.6,78.4
535.5,70.6,77.8,78.6,78.4
536.0,70.6,77.8,78.6,78.3
536.5,70.6,77.8,78.6,78.2
537.0,70.6,77.8,78.6,78.1
537.5,70.6,77.8,78.7,77.9
538.0,70.6,77.8,78.6,77.7
538.5,70.6,77.8,78.5,77.5
539.0,70.6,77.8,78.5,77.2
539.5,70.6,77.8,78.5,77.0
540.0,70.5,77.9,78.5,76.7
540.5,70.5,77.9,78.6,76.5
541.0,70.5,77.9,78.6,76.2
541.5,70.5,77.9,78.6,75.9
542.0,70.4,77.8,78.5,75.7
542.5,70.4,77.8,78.4,75.4
543.0,70.3,77.8,78.4,75.1
543.5,70.3,77.8,78.4,74.7
544.0,70.2,77.7,78.4,74.5
544.5,70.3,77.7,78.3,74.4
545.0,70.2,77.7,78.3,74.3
545.5,70.2,77.6,78.3,74.3
546.0,70.2,77.6,78.3,74.4
546.5,70.2,77.6,78.3,74.5
547.0,70.2,77.7,78.3,74.8
547.5,70.2,77.7,78.3,75.1
548.0,70.2,77.7,78.3,75.4
548.5,70.2,77.7,78.3,75.9
549.0,70.9,78.2,79.0,76.2
549.5,71.1,78.4,79.3,76.5
550.0,71.1,78.4,79.3,76.9
550.5,71.6,78.8,79.6,77.2
551.0,71.6,78.8,79.6,77.5
551.5,71.8,78.9,79.8,77.8
552.0,71.8,79.0,79.7,78.1
552.5,71.8,79.0,79.8,78.4
553.0,71.8,79.1,79.7,78.6
553.5,71.8,79.1,79.7,78.9
554.0,71.8,79.1,79.7,79.0
554.5,71.8,79.0,79.7,79.2
555.0,71.8,79.0,79.7,79.3
555.5,71.8,79.0,79.6,79.4
556.0,71.8,79.0,79.6,79.4
556.5,71.6,78.9,79.6,79.4
557.0,71.5,78.9,79.6,79.3
557.5,71.5,78.9,79.5,79.2
558.0,71.4,78.8,79.5,79.0
558.5,71.4,78.7,79.5,79.0
559.0,71.4,78.7,79.6,78.9
559.5,71.3,78.6,79.5,78.9
560.0,71.3,78.6,79.4,78.9
560.5,71.3,78.6,79.4,78.9
561.0,71.2,78.6,79.4,78.8
561.5,71.2,78.6,79.3,78.8
562.0,71.2,78.6,79.3,78.8
562.5,71.2,78.6,79.3,78.8
563.0,71.2,78.6,79.3,78.7
563.5,71.1,78.6,79.3,78.7
564.0,71.2,78.6,79.3,78.7
564.5,71.2,78.5,79.2,78.7
565.0,71.2,78.5,79.2,78.7
565.5,71.1,78.3,79.1,78.7
566.0,71.1,78.3,79.1,78.6
566.5,71.0,78.3,79.0,78.6
567.0,71.0,78.3,79.0,78.6
567.5,70.9,78.2,79.1,78.6
568.0,70.9,78.2,79.1,78.5
568.5,70.9,78.2,78.9,78.5
569.0,70.8,78.1,78.9,78.5
569.5,70.8,78.1,78.9,78.5
570.0,70.8,78.1,78.9,78.4
570.5,70.8,78.1,78.9,78.4
571.0,70.9,78.1,78.9,78.4
571.5,70.8,78.0,78.9,78.4
572.0,70.8,78.0,79.0,78.4
572.5,70.7,78.0,78.9,78.4
573.0,70.7,78.0,79.0,78.3
573.5,70.7,78.0,79.0,78.3
574.0,70.7,78.0,78.9,78.3
574.5,70.7,78.0,78.9,78.3
575.0,70.8,78.0,78.9,78.2
575.5,70.8,78.0,78.9,78.2
576.0,70.7,78.0,78.8,78.2
576.5,70.7,78.0,78.8,78.1
577.0,70.7,78.0,78.7,78.1
577.5,70.7,78.0,78.7,78.1
578.0,70.6,78.0,78.7,78.1
578.5,70.6,78.0,78.6,78.1
579.0,70.6,77.9,78.6,78.1
579.5,70.6,77.9,78.7,78.1
580.0,70.6,77.9,78.7,78.1
580.5,70.6,77.9,78.7,78.0
581.0,70.6,77.8,78.7,78.0
581.5,70.7,77.9,78.8,78.0
582.0,70.7,77.8,78.7,78.0
582.5,70.7,77.9,78.7,78.0
583.0,70.6,77.9,78.7,78.0
583.5,70.7,77.9,78.8,78.1
584.0,70.7,77.9,78.8,78.1
584.5,70.7,77.9,78.9,78.1
585.0,70.7,77.8,78.8,78.2
585.5,70.7,77.8,78.8,78.2
586.0,70.7,77.8,78.8,78.2
586.5,70.7,77.8,78.8,78.2
587.0,70.7,77.8,78.8,78.1
587.5,70.7,77.8,78.8,78.1
588.0,70.6,77.8,78.8,78.0
588.5,70.6,77.8,78.7,77.9
589.0,70.6,77.7,78.6,77.7
589.5,70.6,77.7,78.5,77.5
590.0,70.6,77.6,78.5,77.3
590.5,70.6,77.6,78.5,77.1
591.0,70.5,77.6,78.5,76.8
591.5,70.5,77.6,78.5,76.5
592.0,70.5,77.6,78.6,76.3
592.5,70.5,77.6,78.6,76.0
593.0,70.5,77.6,78.7,75.7
593.5,70.5,77.6,78.7,75.4
594.0,70.6,77.7,78.7,75.1
594.5,70.5,77.6,78.7,74.9
595.0,70.6,77.7,78.7,74.6
595.5,70.5,77.6,78.6,74.4
596.0,70.5,77.7,78.6,74.3
596.5,70.5,77.6,78.5,74.1
597.0,70.5,77.7,78.6,74.0
597.5,70.5,77.6,78.6,73.8
598.0,70.4,77.6,78.6,73.7
598.5,70.5,77.6,78.6,73.6
599.0,70.5,77.6,78.6,73.7
599.5,70.4,77.6,78.6,73.7
600.0,70.4,77.6,78.6,73.9
600.5,70.5,77.6,78.6,74.1
601.0,70.5,77.6,78.6,74.3
601.5,70.5,77.5,78.6,74.5
602.0,70.4,77.5,78.6,74.8
602.5,70.4,77.5,78.5,75.1
603.0,70.4,77.5,78.5,75.3
603.5,70.4,77.6,78.5,75.6
604.0,70.4,77.6,78.7,75.9
604.5,70.4,77.6,78.6,76.1
605.0,70.4,77.7,78.7,76.4
605.5,70.4,77.6,78.7,76.7
606.0,70.5,77.9,78.8,76.9
606.5,70.5,77.7,78.8,77.1
607.0,70.5,77.6,78.8,77.4
607.5,70.4,77.6,78.7,77.6
608.0,70.4,77.6,78.6,77.7
608.5,70.4,77.6,78.6,77.9
609.0,70.4,77.6,78.5,78.0
609.5,70.4,77.6,78.5,78.1
610.0,70.4,77.6,78.5,78.2
610.5,70.4,77.6,78.6,78.2
611.0,70.5,77.6,78.6,78.2
611.5,70.5,77.7,78.6,78.1
612.0,70.5,77.7,78.6,78.0
612.5,70.6,77.7,78.6,77.9
613.0,70.5,77.6,78.6,77.9
613.5,70.5,77.6,78.5,77.9
614.0,70.5,77.6,78.5,77.9
614.5,70.6,77.7,78.6,77.9
615.0,70.6,77.6,78.6,77.9
615.5,70.6,77.6,78.5,77.9
616.0,70.5,77.6,78.5,77.9
616.5,70.5,77.6,78.6,77.9
617.0,70.5,77.5,78.5,77.9
617.5,70.5,77.5,78.6,77.9
618.0,70.4,77.5,78.5,77.9
618.5,70.4,77.5,78.4,77.9
619.0,70.4,77.5,78.4,77.9
619.5,70.4,77.6,78.6,77.9
620.0,70.5,77.6,78.6,77.9
620.5,70.4,77.7,78.6,77.9
621.0,70.4,77.5,78.6,77.9
621.5,70.4,77.5,78.5,77.9
622.0,70.4,77.5,78.5,77.9
622.5,70.4,77.5,78.5,77.9
623.0,70.4,77.5,78.5,77.9
623.5,70.3,77.5,78.5,77.9
624.0,70.3,77.5,78.6,77.9
624.5,70.3,77.5,78.5,77.9
625.0,70.3,77.5,78.5,77.9
625.5,70.3,77.5,78.4,77.9
626.0,70.3,77.5,78.4,77.9
626.5,70.3,77.5,78.5,77.9
627.0,70.3,77.5,78.5,77.9
627.5,70.3,77.5,78.6,77.8
628.0,70.3,77.5,78.5,77.8
628.5,70.3,77.5,78.5,77.8
629.0,70.3,77.5,78.5,77.8
629.5,70.3,77.5,78.5,77.8
630.0,70.3,77.5,78.5,77.8
630.5,70.3,77.5,78.5,77.8
631.0,70.3,77.5,78.4,77.8
631.5,70.3,77.5,78.4,77.8
632.0,70.4,77.5,78.4,77.8
632.5,70.4,77.5,78.5,77.8
633.0,70.4,77.5,78.4,77.8
633.5,70.4,77.4,78.4,77.7
634.0,70.3,77.4,78.3,77.7
634.5,70.3,77.4,78.4,77.7
635.0,70.3,77.3,78.5,77.7
635.5,70.2,77.3,78.4,77.6
636.0,70.2,77.3,78.4,77.6
636.5,70.2,77.3,78.4,77.6
637.0,70.2,77.3,78.3,77.5
637.5,70.1,77.3,78.3,77.5
638.0,70.1,77.3,78.2,77.5
638.5,70.1,77.1,78.3,77.5
639.0,70.1,77.1,78.2,77.4
639.5,70.0,77.1,78.3,77.4
640.0,70.1,77.3,78.2,77.4
640.5,70.2,77.3,78.3,77.4
641.0,70.2,77.3,78.3,77.4
641.5,70.2,77.3,78.3,77.4
642.0,70.2,77.3,78.3,77.4
642.5,70.2,77.3,78.3,77.4
643.0,70.2,77.3,78.3,77.4
643.5,70.2,77.3,78.3,77.4
644.0,70.2,77.3,78.3,77.5
644.5,70.2,77.3,78.3,77.5
645.0,70.2,77.3,78.3,77.5
645.5,70.2,77.3,78.3,77.5
646.0,70.2,77.3,78.4,77.5
646.5,70.2,77.3,78.3,77.5
647.0,70.1,77.3,78.3,77.5
647.5,70.2,77.3,78.3,77.5
648.0,70.2,77.3,78.2,77.5
648.5,70.1,77.3,78.2,77.5
649.0,70.1,77.3,78.2,77.5
649.5,70.2,77.3,78.1,77.5
650.0,70.1,77.3,78.1,77.5
650.5,70.1,77.3,78.2,77.5
651.0,70.2,77.3,78.3,77.5
651.5,70.3,77.3,78.3,77.5
652.0,70.3,77.3,78.4,77.5
652.5,70.3,77.3,78.3,77.5
653.0,70.3,77.3,78.4,77.6
653.5,70.3,77.3,78.4,77.6
654.0,70.3,77.3,78.4,77.6
654.5,70.4,77.3,78.4,77.6
655.0,70.3,77.3,78.3,77.6
655.5,70.3,77.3,78.3,77.6
656.0,70.3,77.3,78.2,77.6
656.5,70.3,77.3,78.3,77.6
657.0,70.3,77.3,78.2,77.6
657.5,70.2,77.1,78.3,77.6
658.0,70.3,77.1,78.2,77.6
658.5,70.3,77.3,78.1,77.6
659.0,70.3,77.3,78.2,77.6
659.5,70.3,77.3,78.2,77.6
660.0,70.3,77.3,78.2,77.6
660.5,70.3,77.3,78.3,77.6
661.0,70.4,77.3,78.3,77.6
661.5,70.3,77.3,78.3,77.6
662.0,70.4,77.3,78.3,77.6
662.5,70.3,77.3,78.2,77.6
663.0,70.3,77.3,78.2,77.6
663.5,70.2,77.3,78.2,77.5
664.0,70.2,77.3,78.2,77.5
664.5,70.1,77.3,78.2,77.5
665.0,70.1,77.3,78.2,77.5
665.5,70.1,77.3,78.2,77.5
666.0,70.1,77.1,78.2,77.5
666.5,70.0,77.1,78.2,77.4
667.0,70.0,77.1,78.1,77.4
667.5,70.0,77.1,78.1,77.4
668.0,70.0,77.0,78.1,77.4
668.5,70.0,77.0,78.0,77.4
669.0,70.0,77.0,78.0,77.3
669.5,70.0,77.0,78.0,77.3
670.0,70.0,77.0,78.0,77.3
670.5,70.0,77.0,78.0,77.3
671.0,70.0,77.0,77.9,77.3
671.5,70.0,77.0,78.0,77.3
672.0,70.0,77.0,77.9,77.3
672.5,70.0,77.0,77.9,77.3
673.0,70.0,77.0,78.0,77.3
673.5,70.0,77.0,78.0,77.3
674.0,70.0,77.0,78.0,77.3
674.5,70.0,77.0,78.0,77.3
675.0,70.0,77.0,78.0,77.3
675.5,70.0,76.9,78.1,77.3
676.0,70.0,77.0,78.1,77.3
676.5,70.0,77.0,78.1,77.3
677.0,70.0,77.0,78.1,77.2
677.5,70.0,76.9,78.1,77.2
678.0,70.0,76.9,78.0,77.2
678.5,70.0,76.9,78.0,77.2
679.0,70.0,76.9,78.0,77.2
679.5,69.9,76.9,78.0,77.2
680.0,70.0,76.9,78.0,77.2
680.5,69.9,76.9,78.1,77.2
681.0,70.0,77.1,78.1,77.3
681.5,70.0,77.0,78.1,77.3
682.0,70.0,77.0,78.1,77.3
682.5,70.0,77.0,78.1,77.3
683.0,70.0,76.9,78.0,77.3
683.5,70.0,76.9,78.0,77.3
684.0,70.0,76.9,78.1,77.3
684.5,70.1,76.9,78.1,77.3
685.0,70.1,76.9,78.1,77.3
685.5,70.1,76.9,78.1,77.3
686.0,70.0,76.9,78.1,77.3
686.5,70.0,76.9,78.1,77.3
687.0,70.0,76.9,78.1,77.3
687.5,70.0,76.9,78.1,77.3
688.0,70.0,76.9,78.0,77.3
688.5,70.0,76.8,77.9,77.3
689.0,70.0,76.9,77.9,77.3
689.5,70.0,76.8,77.8,77.3
690.0,69.9,76.9,77.8,77.3
690.5,69.9,76.8,77.8,77.2
691.0,69.9,76.9,77.8,77.2
691.5,69.9,76.8,77.8,77.2
692.0,69.9,76.9,77.8,77.2
692.5,69.9,76.8,77.8,77.2
693.0,69.9,76.8,77.8,77.2
693.5,69.9,76.8,77.8,77.2
694.0,69.9,76.9,77.9,77.1
694.5,70.0,76.9,77.9,77.1
695.0,69.9,76.9,78.0,77.1
695.5,69.9,76.8,77.9,77.1
696.0,69.9,76.7,77.9,77.1
696.5,69.8,76.7,77.9,77.0
697.0,69.8,76.7,77.9,77.0
